section	virtual_address	name
Functions	0x471c54	inven_pid_is_carried_
Functions	0x471ca0	inven_pid_is_carried_ptr_
Functions	0x471cdc	inven_pid_quantity_carried_
Functions	0x471d34	inven_clear_
Functions	0x471d5c	display_stats_
Functions	0x472698	inven_find_type_
Functions	0x4726ec	inven_find_id_
Functions	0x472740	inven_index_ptr_
Functions	0x472758	inven_wield_
Functions	0x472768	invenWieldFunc_
Functions	0x472a54	inven_unwield_
Functions	0x472a64	invenUnwieldFunc_
Functions	0x472b54	inven_from_button_
Functions	0x472d24	inven_display_msg_
Functions	0x472eb8	inven_obj_examine_func_
Functions	0x47304c	inven_action_cursor_
Functions	0x473904	loot_container_
Functions	0x4746a0	inven_steal_container_
Functions	0x474708	move_inventory_
Functions	0x474b2c	barter_compute_value_
Functions	0x474c50	barter_attempt_transaction_
Functions	0x474dac	barter_move_inventory_
Functions	0x475070	barter_move_from_table_inventory_
Functions	0x475334	display_table_inventories_
Functions	0x4757f0	barter_inventory_
Functions	0x47620c	container_enter_
Functions	0x476394	container_exit_
Functions	0x476464	drop_into_container_
Functions	0x47650c	drop_ammo_into_weapon_
Functions	0x47664c	draw_amount_
Functions	0x47688c	do_move_timer_
Functions	0x476ab8	setup_move_timer_win_
Functions	0x477030	exit_move_timer_win_
Functions	0x477074	inven_set_timer_
Functions	0x4770e0	item_init_
Functions	0x477144	item_reset_
Functions	0x477148	item_exit_
Functions	0x477154	item_load_
Functions	0x477158	item_add_mult_
Functions	0x4772b8	item_add_force_
Functions	0x477490	item_remove_mult_
Functions	0x4775d8	item_compact_
Functions	0x477608	item_move_func_
Functions	0x47769c	item_move_
Functions	0x4776a4	item_move_force_
Functions	0x4776ac	item_move_all_
Functions	0x4776e0	item_move_all_hidden_
Functions	0x477770	item_destroy_all_hidden_
Functions	0x477804	item_drop_all_
Functions	0x4779f0	item_identical_
Functions	0x477ae4	item_name_
Functions	0x477af4	item_description_
Functions	0x477afc	item_get_type_
Functions	0x477b4c	item_material_
Functions	0x477b68	item_size_
Functions	0x477b88	item_weight_
Functions	0x477cac	item_cost_
Functions	0x477dac	item_total_cost_
Functions	0x477e98	item_total_weight_
Functions	0x477f3c	can_use_weapon_
Functions	0x477fb0	item_inv_fid_
Functions	0x477ff8	item_hit_with_
Functions	0x478040	item_mp_cost_
Functions	0x47808c	item_count_
Functions	0x4780e4	item_queued_
Functions	0x478154	item_replace_
Functions	0x478244	item_is_hidden_
Functions	0x478280	item_w_subtype_
Functions	0x4782cc	item_w_skill_
Functions	0x478370	item_w_skill_level_
Functions	0x4783b8	item_w_damage_min_max_
Functions	0x478448	item_w_damage_
Functions	0x478570	item_w_damage_type_
Functions	0x478598	item_w_is_2handed_
Functions	0x4785dc	item_w_anim_
Functions	0x47860c	item_w_anim_weap_
Functions	0x478674	item_w_max_ammo_
Functions	0x4786a0	item_w_curr_ammo_
Functions	0x4786c8	item_w_caliber_
Functions	0x478714	item_w_set_curr_ammo_
Functions	0x478768	item_w_try_reload_
Functions	0x478874	item_w_can_reload_
Functions	0x478918	item_w_reload_
Functions	0x478a1c	item_w_range_
Functions	0x478b24	item_w_mp_cost_
Functions	0x478d08	item_w_min_st_
Functions	0x478d30	item_w_crit_fail_
Functions	0x478d58	item_w_perk_
Functions	0x478d80	item_w_rounds_
Functions	0x478da8	item_w_anim_code_
Functions	0x478dd0	item_w_proj_pid_
Functions	0x478df8	item_w_ammo_pid_
Functions	0x478e18	item_w_sound_id_
Functions	0x478e5c	item_w_called_shot_
Functions	0x478ef4	item_w_can_unload_
Functions	0x478f80	item_w_unload_
Functions	0x47905c	item_w_primary_mp_cost_
Functions	0x479084	item_w_secondary_mp_cost_
Functions	0x4790ac	item_w_compute_ammo_cost_
Functions	0x4790e8	item_w_is_grenade_
Functions	0x47910c	item_w_area_damage_radius_
Functions	0x479180	item_w_grenade_dmg_radius_
Functions	0x479188	item_w_rocket_dmg_radius_
Functions	0x479190	item_w_ac_adjust_
Functions	0x4791e0	item_w_dr_adjust_
Functions	0x479230	item_w_dam_mult_
Functions	0x479294	item_w_dam_div_
Functions	0x4792f8	item_ar_ac_
Functions	0x479318	item_ar_dr_
Functions	0x479338	item_ar_dt_
Functions	0x479358	item_ar_perk_
Functions	0x479380	item_ar_male_fid_
Functions	0x4793a8	item_ar_female_fid_
Functions	0x4793d0	item_m_max_charges_
Functions	0x4793f0	item_m_curr_charges_
Functions	0x4793f8	item_m_set_charges_
Functions	0x479434	item_m_cell_
Functions	0x479454	item_m_cell_pid_
Functions	0x47947c	item_m_uses_charges_
Functions	0x4794a4	item_m_use_charged_item_
Functions	0x4795a4	item_m_dec_charges_
Functions	0x4795f0	item_m_trickle_
Functions	0x4796a8	item_m_on_
Functions	0x4796d0	item_m_turn_on_
Functions	0x479898	item_m_turn_off_
Functions	0x479954	item_m_turn_off_from_queue_
Functions	0x479960	item_m_stealth_effect_on_
Functions	0x479998	item_m_stealth_effect_off_
Functions	0x479a00	item_c_max_size_
Functions	0x479a20	item_c_curr_size_
Functions	0x479a74	item_a_ac_adjust_
Functions	0x479aa4	item_a_dr_adjust_
Functions	0x479ad4	item_a_dam_mult_
Functions	0x479b04	item_a_dam_div_
Functions	0x479b34	item_k_curr_code_
Functions	0x479b44	insert_drug_effect_
Functions	0x479c20	perform_drug_effect_
Functions	0x479ee4	drug_effect_allowed_
Functions	0x479f60	item_d_take_drug_
Functions	0x47a178	item_d_clear_
Functions	0x47a198	item_d_process_
Functions	0x47a1d0	item_d_load_
Functions	0x47a254	item_d_save_
Functions	0x47a290	insert_withdrawal_
Functions	0x47a2fc	item_wd_clear_
Functions	0x47a324	item_wd_clear_all_
Functions	0x47a384	item_wd_process_
Functions	0x47a404	item_wd_load_
Functions	0x47a484	item_wd_save_
Functions	0x47a4c4	perform_withdrawal_start_
Functions	0x47a558	perform_withdrawal_end_
Functions	0x47a5b4	pid_to_gvar_
Functions	0x47a5e8	item_d_set_addict_
Functions	0x47a60c	item_d_unset_addict_
Functions	0x47a640	item_d_check_addict_
Functions	0x47a6a8	item_caps_total_
Functions	0x47a6f8	item_caps_adjust_
Functions	0x47a8c8	item_caps_get_amount_
Functions	0x47a8d8	item_caps_set_amount_
Functions	0x47a8f0	light_init_
Functions	0x47a8f8	light_get_ambient_
Functions	0x47a900	light_increase_ambient_
Functions	0x47a908	light_set_ambient_
Functions	0x47a96c	light_decrease_ambient_
Functions	0x47a980	light_get_tile_
Functions	0x47a9c4	light_get_tile_true_
Functions	0x47a9ec	light_set_tile_
Functions	0x47aa10	light_add_to_tile_
Functions	0x47aa48	light_subtract_from_tile_
Functions	0x47aa84	light_reset_tiles_
Functions	0x47aac0	lips_fix_string_
Functions	0x47aad8	lips_bkg_proc_
Functions	0x47ac2c	lips_play_speech_
Functions	0x47ad2c	lips_stop_speech_
Functions	0x47ad4c	lips_read_phoneme_type_
Functions	0x47ad5c	lips_read_marker_type_
Functions	0x47ad98	lips_read_lipsynch_info_
Functions	0x47afac	lips_load_file_
Functions	0x47b5d0	lips_make_speech_
Functions	0x47b730	lips_free_speech_
Functions	0x47b7c0	_lsgrphs
Functions	0x47b7e4	InitLoadSave_
Functions	0x47b85c	ResetLoadSave_
Functions	0x47b88c	SaveGame_
Functions	0x47c5b4	QuickSnapShot_
Functions	0x47c640	LoadGame_
Functions	0x47d2e4	LSGameStart_
Functions	0x47d824	LSGameEnd_
Functions	0x47d88c	SaveSlot_
Functions	0x47dc60	isLoadingGame_
Functions	0x47dc68	LoadSlot_
Functions	0x47dec8	GetTimeDate_
Functions	0x47df10	SaveHeader_
Functions	0x47e2e4	LoadHeader_
Functions	0x47e5d0	GetSlotList_
Functions	0x47e6d8	ShowSlotList_
Functions	0x47e8e0	DrawInfoBox_
Functions	0x47ec48	LoadTumbSlot_
Functions	0x47ed5c	GetComment_
Functions	0x47f084	get_input_str2_
Functions	0x47f48c	DummyFunc_
Functions	0x47f490	PrepLoad_
Functions	0x47f4c8	EndLoad_
Functions	0x47f510	GameMap2Slot_
Functions	0x47f990	SlotMap2Game_
Functions	0x47fe14	mygets_
Functions	0x47fe58	copy_file_
Functions	0x48000c	KillOldMaps_
Functions	0x480040	MapDirErase_
Functions	0x4800c8	MapDirEraseFile_
Functions	0x480104	SaveBackup_
Functions	0x4803d8	RestoreSave_
Functions	0x480708	RestoreLoad_
Functions	0x480710	LoadObjDudeCid_
Functions	0x480734	SaveObjDudeCid_
Functions	0x480754	EraseSave_
Functions	0x48099c	gnw_main_
Functions	0x480cc0	main_init_system_
Functions	0x480d0c	main_reset_system_
Functions	0x480d18	main_exit_system_
Functions	0x480d4c	main_load_new_
Functions	0x480df8	main_loadgame_new_
Functions	0x480e34	main_unload_new_
Functions	0x480e48	main_game_loop_
Functions	0x480ee4	main_selfrun_init_
Functions	0x480f38	main_selfrun_exit_
Functions	0x480f64	main_selfrun_record_
Functions	0x48109c	main_selfrun_play_
Functions	0x48118c	main_death_scene_
Functions	0x4814a8	main_death_voiceover_callback_
Functions	0x4814b4	mainDeathGrabTextFile_
Functions	0x481598	mainDeathWordWrap_
Functions	0x481650	main_menu_create_
Functions	0x481968	main_menu_destroy_
Functions	0x481a00	main_menu_hide_
Functions	0x481a48	main_menu_show_
Functions	0x481a8c	main_menu_is_shown_
Functions	0x481aa8	main_menu_is_enabled_
Functions	0x481ab0	main_menu_set_timeout_
Functions	0x481ad0	main_menu_get_timeout_
Functions	0x481aec	main_menu_loop_
Functions	0x481c88	main_menu_fatal_error_
Functions	0x481c94	main_menu_play_sound_
Functions	0x481ca0	iso_init_
Functions	0x481ed4	iso_reset_
Functions	0x481f48	iso_exit_
Functions	0x481fb4	map_init_
Functions	0x482064	map_reset_
Functions	0x482084	map_exit_
Functions	0x4820c0	map_enable_bk_processes_
Functions	0x482104	map_disable_bk_processes_
Functions	0x482148	map_bk_processes_are_disabled_
Functions	0x482158	map_set_elevation_
Functions	0x4821f4	map_is_elevation_empty_
Functions	0x482220	map_set_global_var_
Functions	0x482250	map_get_global_var_
Functions	0x482280	map_set_local_var_
Functions	0x4822b0	map_get_local_var_
Functions	0x4822e0	map_malloc_local_var_
Functions	0x48234c	map_set_entrance_hex_
Functions	0x482360	map_set_script_
Functions	0x48247c	map_set_name_
Functions	0x4824a4	map_get_name_
Functions	0x4824cc	map_get_elev_idx_
Functions	0x482528	is_map_idx_same_
Functions	0x4825cc	get_map_idx_same_
Functions	0x48261c	map_get_short_name_
Functions	0x482684	map_get_description_
Functions	0x48268c	map_get_description_idx_
Functions	0x4826b8	map_get_index_number_
Functions	0x4826c0	map_scroll_
Functions	0x482900	map_file_path_
Functions	0x482924	mapSetEntranceInfo_
Functions	0x482938	map_new_map_
Functions	0x4829f0	map_load_dialog_
Functions	0x482a68	map_load_
Functions	0x482b34	map_load_idx_
Functions	0x482b74	map_load_file_
Functions	0x483188	map_load_in_game_
Functions	0x48328c	map_age_dead_critters_
Functions	0x48358c	map_target_load_area_
Functions	0x4835b4	map_leave_map_
Functions	0x4835f8	map_check_state_
Functions	0x483784	map_fix_critter_combat_data_
Functions	0x4837c0	map_save_dialog_
Functions	0x483850	map_save_
Functions	0x483980	map_save_file_
Functions	0x483c6c	map_save_as_
Functions	0x483c98	map_save_in_game_
Functions	0x483e28	map_setup_paths_
Functions	0x483ed0	map_display_draw_
Functions	0x483ee4	map_scroll_refresh_game_
Functions	0x483f44	map_scroll_refresh_mapper_
Functions	0x483fe4	map_allocate_global_vars_
Functions	0x484038	map_free_global_vars_
Functions	0x48405c	map_load_global_vars_
Functions	0x484080	map_allocate_local_vars_
Functions	0x4840d4	map_free_local_vars_
Functions	0x4840f8	map_load_local_vars_
Functions	0x48411c	map_place_dude_and_mouse_
Functions	0x4841f0	square_init_
Functions	0x484210	square_reset_
Functions	0x48431c	square_load_
Functions	0x4843b8	map_write_MapData_
Functions	0x4844b4	map_read_MapData_
Functions	0x4845b0	defaultOutput_
Functions	0x4845c0	memoryRegisterDebug_
Functions	0x4845c8	debug_printf_0
Functions	0x484610	error_
Functions	0x48462c	defaultMalloc_
Functions	0x484634	defaultRealloc_
Functions	0x48463c	defaultFree_
Functions	0x484644	memoryRegisterAlloc_
Functions	0x48465c	get_current_memory_
Functions	0x484660	mymalloc_
Functions	0x484688	myfree_
Functions	0x4846b4	myrealloc_
Functions	0x4846d8	mycalloc_
Functions	0x484710	mystrdup_
Functions	0x484770	init_message_
Functions	0x4848f0	exit_message_
Functions	0x48494c	message_init_
Functions	0x484964	message_exit_
Functions	0x4849d4	message_save_
Functions	0x484aa4	message_load_
Functions	0x484c30	message_search_
Functions	0x484c98	message_insert_
Functions	0x484ca8	message_delete_
Functions	0x484cb8	message_make_path_
Functions	0x484d10	message_find_
Functions	0x484d68	message_add_
Functions	0x484eb0	message_remove_
Functions	0x484f60	message_parse_number_
Functions	0x484fb4	message_load_field_
Functions	0x48504c	getmsg_
Functions	0x485078	message_filter_
Functions	0x485250	defaultNameMangler_
Functions	0x485254	defaultRateCallback_
Functions	0x48525c	defaultTimeCallback_
Functions	0x485264	setShape_
Functions	0x485288	mousemgrSetNameMangler_
Functions	0x485290	mousemgrSetTimeCallback_
Functions	0x4852b8	freeCacheEntry_
Functions	0x4853d4	cacheFlush_
Functions	0x4853f8	cacheInsert_
Functions	0x48554c	cacheFind_
Functions	0x48568c	initMousemgr_
Functions	0x48569c	mousemgrClose_
Functions	0x485704	mousemgrUpdate_
Functions	0x485868	mouseSetFrame_
Functions	0x485e58	mouseSetMouseShape_
Functions	0x486010	mouseSetMousePointer_
Functions	0x4862ac	mousemgrResetMouse_
Functions	0x4864bc	mousemgrResetAll_
Functions	0x4865c4	mouseHide_
Functions	0x4865cc	mouseShow_
Functions	0x4865e0	movieSetPreDrawFunc_
Functions	0x4865e8	movieSetFailedOpenFunc_
Functions	0x4865f0	movieSetFunc_
Functions	0x4865fc	movieMalloc_
Functions	0x486614	movieFree_
Functions	0x48662c	movieRead_
Functions	0x486654	movie_MVE_ShowFrame_
Functions	0x486900	movieShowFrame_
Functions	0x486a98	movieSetFrameGrabFunc_
Functions	0x486aa0	movieSetCaptureFrameFunc_
Functions	0x486aa8	movieCopyLastFrame_
Functions	0x486b00	movieShowFrameWin_
Functions	0x486b68	movieScaleSubRect_
Functions	0x486c74	movieScaleSubRectAlpha_
Functions	0x486c80	blitAlpha_
Functions	0x486cd4	movieScaleWindow_
Functions	0x486d84	blitNormal_
Functions	0x486ddc	movieSetPalette_
Functions	0x486e08	noop_
Functions	0x486e0c	initMovie_
Functions	0x486e98	cleanupMovie_
Functions	0x48711c	movieClose_
Functions	0x487150	movieStop_
Functions	0x487164	movieSetFlags_
Functions	0x48720c	movieSetSubtitleFont_
Functions	0x487214	movieSetSubtitleColor_
Functions	0x48725c	movieSetPaletteFunc_
Functions	0x487274	movieSetCallback_
Functions	0x48727c	movieSetAlphaChannel_
Functions	0x4872e8	cleanupLast_
Functions	0x48731c	openFile_
Functions	0x487380	openSubtitle_
Functions	0x48755c	doSubtitle_
Functions	0x487710	movieStart_
Functions	0x487964	localMovieCallback_
Functions	0x48798c	movieRunToEnd_
Functions	0x487ac8	movieRun_
Functions	0x487b1c	movieRunRect_
Functions	0x487b7c	stepMovie_
Functions	0x487bc8	movieSetSubtitleFunc_
Functions	0x487bd0	movieSetVolume_
Functions	0x487bec	movieUpdate_
Functions	0x487c88	moviePlaying_
Functions	0x487c90	movieEnableSound_
Functions	0x487cc0	moviefx_init_
Functions	0x487cf4	moviefx_reset_
Functions	0x487d30	moviefx_exit_
Functions	0x487d7c	moviefx_start_
Functions	0x4880f0	moviefx_stop_
Functions	0x488144	moviefx_callback_func_
Functions	0x4882ac	moviefx_palette_func_
Functions	0x4882fc	moviefx_add_
Functions	0x488310	moviefx_remove_all_
Functions	0x488340	nevs_alloc_
Functions	0x488394	nevs_free_
Functions	0x4883ac	nevs_close_
Functions	0x4883d4	nevs_removeprogramreferences_
Functions	0x488418	nevs_initonce_
Functions	0x48846c	nevs_find_
Functions	0x4884c8	nevs_addevent_
Functions	0x488528	nevs_addCevent_
Functions	0x48859c	nevs_clearevent_
Functions	0x4885d8	nevs_signal_with_args_
Functions	0x48862c	nevs_signal_
Functions	0x4886ac	nevs_update_
Functions	0x488780	obj_init_
Functions	0x488a00	obj_reset_
Functions	0x488a30	obj_exit_
Functions	0x488af4	obj_read_obj_
Functions	0x488ce4	obj_load_
Functions	0x488cf8	obj_load_func_
Functions	0x48909c	obj_fix_combat_cid_for_dude_
Functions	0x48911c	object_fix_weapon_ammo_
Functions	0x489200	obj_write_obj_
Functions	0x48935c	obj_save_
Functions	0x489550	obj_render_pre_roof_
Functions	0x4897ec	obj_render_post_roof_
Functions	0x489868	obj_draw_
Functions	0x489a84	obj_new_
Functions	0x489c9c	obj_pid_new_
Functions	0x489ccc	obj_copy_
Functions	0x489ec4	obj_connect_
Functions	0x489f34	obj_disconnect_
Functions	0x489ff8	obj_offset_
Functions	0x48a324	obj_move_
Functions	0x48a568	obj_move_to_tile_
Functions	0x48a9a0	obj_reset_roof_
Functions	0x48aa3c	obj_change_fid_
Functions	0x48aa84	obj_set_frame_
Functions	0x48aaf0	obj_inc_frame_
Functions	0x48ab60	obj_dec_frame_
Functions	0x48abd4	obj_set_rotation_
Functions	0x48ac20	obj_inc_rotation_
Functions	0x48ac38	obj_dec_rotation_
Functions	0x48ac54	obj_rebuild_all_light_
Functions	0x48ac90	obj_set_light_
Functions	0x48ad04	obj_get_visible_light_
Functions	0x48ad48	obj_turn_on_light_
Functions	0x48ad9c	obj_turn_off_light_
Functions	0x48adf0	obj_turn_on_
Functions	0x48ae68	obj_turn_off_
Functions	0x48aee4	obj_turn_on_outline_
Functions	0x48af00	obj_turn_off_outline_
Functions	0x48af24	obj_set_highlight_
Functions	0x48af2c	obj_toggle_flat_
Functions	0x48b040	obj_toggle_translucence_
Functions	0x48b0fc	obj_erase_object_
Functions	0x48b1b0	obj_inven_free_
Functions	0x48b24c	obj_action_can_use_
Functions	0x48b278	obj_action_can_talk_to_
Functions	0x48b2a8	obj_portal_is_walk_thru_
Functions	0x48b2e8	objFindObjPtrFromID_
Functions	0x48b304	obj_top_environment_
Functions	0x48b318	obj_remove_all_
Functions	0x48b3a8	obj_find_first_
Functions	0x48b41c	obj_find_next_
Functions	0x48b48c	obj_find_first_at_
Functions	0x48b510	obj_find_next_at_
Functions	0x48b5a8	obj_find_first_at_tile_
Functions	0x48b608	obj_find_next_at_tile_
Functions	0x48b66c	obj_bound_
Functions	0x48b7f8	obj_occupied_
Functions	0x48b848	obj_blocking_at_
Functions	0x48b930	obj_shoot_blocking_at_
Functions	0x48ba20	obj_ai_blocking_at_
Functions	0x48bb44	obj_scroll_blocking_at_
Functions	0x48bb88	obj_sight_blocking_at_
Functions	0x48bbd4	obj_dist_
Functions	0x48bc08	obj_dist_with_tile_
Functions	0x48bc38	obj_create_list_
Functions	0x48bdcc	obj_delete_list_
Functions	0x48bdd8	translucent_trans_buf_to_buf_
Functions	0x48be68	checker_trans_buf_to_buf_
Functions	0x48befc	dark_trans_buf_to_buf_
Functions	0x48bf88	dark_translucent_trans_buf_to_buf_
Functions	0x48c03c	intensity_mask_buf_to_buf_
Functions	0x48c148	obj_outline_all_items_on_
Functions	0x48c1e4	obj_outline_all_items_off_
Functions	0x48c294	obj_outline_all_items_toggle_
Functions	0x48c2b4	obj_outline_object_
Functions	0x48c2f0	obj_remove_outline_
Functions	0x48c314	obj_remove_all_outlines_
Functions	0x48c340	obj_intersects_with_
Functions	0x48c5c4	obj_create_intersect_list_
Functions	0x48c74c	obj_delete_intersect_list_
Functions	0x48c76c	obj_set_seen_
Functions	0x48c788	obj_clear_seen_
Functions	0x48c7a0	obj_process_seen_
Functions	0x48c8e4	object_name_
Functions	0x48c914	object_description_
Functions	0x48c938	obj_preload_art_cache_
Functions	0x48cb6c	obj_object_table_init_
Functions	0x48cb88	obj_offset_table_init_
Functions	0x48cda0	obj_offset_table_exit_
Functions	0x48ce10	obj_order_table_init_
Functions	0x48cf20	obj_order_comp_func_even_
Functions	0x48cf38	obj_order_comp_func_odd_
Functions	0x48cf50	obj_order_table_exit_
Functions	0x48cf8c	obj_render_table_init_
Functions	0x48d000	obj_render_table_exit_
Functions	0x48d020	obj_light_table_init_
Functions	0x48d1e4	obj_blend_table_init_
Functions	0x48d2e8	obj_blend_table_exit_
Functions	0x48d324	obj_misc_table_init_
Functions	0x48d348	obj_save_obj_
Functions	0x48d414	obj_load_obj_
Functions	0x48d59c	obj_save_dude_
Functions	0x48d600	obj_load_dude_
Functions	0x48d778	obj_create_object_
Functions	0x48d7f8	obj_destroy_object_
Functions	0x48d818	obj_create_object_node_
Functions	0x48d84c	obj_destroy_object_node_
Functions	0x48d86c	obj_node_ptr_
Functions	0x48d8e8	obj_insert_
Functions	0x48da58	obj_remove_
Functions	0x48db28	obj_connect_to_tile_
Functions	0x48dc28	obj_adjust_light_
Functions	0x48eabc	obj_render_outline_
Functions	0x48f1b0	obj_render_object_
Functions	0x48fa14	obj_fix_violence_settings_
Functions	0x48fb08	obj_preload_sort_
Functions	0x48fbd0	_row1Ytab
Functions	0x48fbda	_row2Ytab
Functions	0x48fbe6	_row3Ytab
Functions	0x48fbf6	_bglbx
Functions	0x48fbfe	_bglby
Functions	0x48fc06	_smlbx
Functions	0x48fc48	do_options_
Functions	0x48fc50	do_optionsFunc_
Functions	0x48fe14	OptnStart_
Functions	0x490244	OptnEnd_
Functions	0x4902b0	PauseWindow_
Functions	0x490748	ShadeScreen_
Functions	0x490798	do_prefscreen_
Functions	0x4908a0	PrefStart_
Functions	0x490e8c	DoThing_
Functions	0x491a68	UpdateThing_
Functions	0x492870	PrefEnd_
Functions	0x4928b8	init_options_menu_
Functions	0x4928e4	IncGamma_
Functions	0x4929c8	DecGamma_
Functions	0x492aa8	SetSystemPrefs_
Functions	0x492cb0	SavePrefs_
Functions	0x492f60	SetDefaults_
Functions	0x493054	SaveSettings_
Functions	0x493128	RestoreSettings_
Functions	0x4931f8	JustUpdate_
Functions	0x493224	save_options_
Functions	0x49340c	load_options_
Functions	0x493a00	palette_init_
Functions	0x493ad0	palette_reset_
Functions	0x493ad4	palette_fade_to_
Functions	0x493b48	palette_set_to_
Functions	0x493b78	palette_set_entries_
Functions	0x493bc0	partyMember_init_
Functions	0x4940e4	partyMember_reset_
Functions	0x494134	partyMember_exit_
Functions	0x4941f0	partyMemberGetAIOptions_
Functions	0x49425c	partyMemberAISlotInit_
Functions	0x494340	partyMemberSlotInit_
Functions	0x494378	partyMemberAdd_
Functions	0x4944dc	partyMemberRemove_
Functions	0x49460c	partyMemberPrepSave_
Functions	0x49466c	partyMemberUnPrepSave_
Functions	0x4946cc	partyMemberSave_
Functions	0x494790	partyMemberFindID_
Functions	0x4947ac	partyMemberPrepLoad_
Functions	0x49480c	partyMemberPrepLoadInstance_
Functions	0x4949c4	partyMemberRecoverLoad_
Functions	0x494a88	partyMemberRecoverLoadInstance_
Functions	0x494bbc	partyMemberLoad_
Functions	0x494d7c	partyMemberClear_
Functions	0x494dd0	partyMemberSyncPosition_
Functions	0x494eb8	partyMemberRestingHeal_
Functions	0x494f24	partyMemberFindObjFromPid_
Functions	0x494f64	isPotentialPartyMember_
Functions	0x494fc4	isPartyMember_
Functions	0x495010	getPartyMemberCount_
Functions	0x495070	partyMemberNewObjID_
Functions	0x4950f4	partyMemberNewObjIDRecurseFind_
Functions	0x495140	partyMemberPrepItemSaveAll_
Functions	0x495198	partyMemberPrepItemSave_
Functions	0x495204	partyMemberItemSaveAll_
Functions	0x495234	partyMemberItemSave_
Functions	0x495388	partyMemberItemRecover_
Functions	0x495490	partyMemberItemRecoverAll_
Functions	0x4954c4	partyMemberClearItemList_
Functions	0x495520	partyMemberSkill_
Functions	0x495560	partyMemberWithHighestSkill_
Functions	0x4955c8	partyMemberHighestSkillLevel_
Functions	0x495620	partyFixMultipleMembers_
Functions	0x495870	partyMemberSaveProtos_
Functions	0x4958b0	partyMemberHasAIDisposition_
Functions	0x495920	partyMemberHasAIBurstValue_
Functions	0x495980	partyMemberHasAIRunAwayValue_
Functions	0x4959e0	partyMemberHasAIWeaponPrefValue_
Functions	0x495a40	partyMemberHasAIDistancePrefValue_
Functions	0x495aa0	partyMemberHasAIAttackWhoValue_
Functions	0x495b00	partyMemberHasAIChemUseValue_
Functions	0x495b60	partyMemberIncLevels_
Functions	0x495ea8	partyMemberCopyLevelInfo_
Functions	0x495ff0	partyMemberGetCurLevel_
Functions	0x496058	partyMemberNeedsHealing_
Functions	0x4960dc	partyMemberMaxHealingNeeded_
Functions	0x496164	partyClearDrugEffects_
Functions	0x49618c	partyClearDrugsOnMember_
Functions	0x4961b0	getWord_
Functions	0x4961d4	readPcxHeader_
Functions	0x49636c	pcxDecodeScanline_
Functions	0x49641c	readPcxVgaPalette_
Functions	0x496494	loadPCX_
Functions	0x4965a0	perk_init_
Functions	0x4966b0	perk_reset_
Functions	0x4966b8	perk_exit_
Functions	0x4966e4	perk_load_
Functions	0x496738	perk_save_
Functions	0x49678c	perkGetLevelData_
Functions	0x49680c	perk_can_add_
Functions	0x496a0c	perk_defaults_
Functions	0x496a5c	perk_add_
Functions	0x496a9c	perk_add_force_
Functions	0x496afc	perk_sub_
Functions	0x496b44	perk_make_list_
Functions	0x496b78	perk_level_
Functions	0x496b90	perk_name_
Functions	0x496bb4	perk_description_
Functions	0x496bd8	perk_skilldex_fid_
Functions	0x496bfc	perk_add_effect_
Functions	0x496ce0	perk_remove_effect_
Functions	0x496dd0	perk_adjust_skill_
Functions	0x496dea	Science_and_Repair
Functions	0x496e06	First_aid
Functions	0x496e3b	Doctor
Functions	0x496e85	Sneak
Functions	0x496ead	Lockpick_and_Steal_and_Traps
Functions	0x496f08	Speech
Functions	0x496f34	Barter
Functions	0x496f66	Gambling
Functions	0x496f82	Outdoorsman
Functions	0x496fc0	_pip_rect
Functions	0x496fd0	_pipgrphs
Functions	0x497004	pipboy_
Functions	0x497228	StartPipboy_
Functions	0x497828	EndPipboy_
Functions	0x497918	pip_init_
Functions	0x49791c	pip_num_
Functions	0x4979b4	pip_date_
Functions	0x497a40	pip_print_
Functions	0x497b64	pip_back_
Functions	0x497bd4	save_pipboy_
Functions	0x497bd8	PipStatus_
Functions	0x498734	ListStatLines_
Functions	0x4988a0	ShowHoloDisk_
Functions	0x498c40	ListHoloDiskTitles_
Functions	0x498d34	qscmp_
Functions	0x498d40	PipAutomaps_
Functions	0x498f30	PrintAMelevList_
Functions	0x499150	PrintAMList_
Functions	0x49932c	PipArchives_
Functions	0x4993dc	ListArchive_
Functions	0x499518	PipAlarm_
Functions	0x4996b4	DrawAlarmText_
Functions	0x4997b8	DrawAlrmHitPnts_
Functions	0x499870	NewFuncDsply_
Functions	0x4998c0	AddHotLines_
Functions	0x4999c0	NixHotLines_
Functions	0x499a24	TimedRest_
Functions	0x499fcc	Check4Health_
Functions	0x49a008	AddHealth_
Functions	0x49a03c	ClacTime_
Functions	0x49a0c8	ScreenSaver_
Functions	0x49a5d4	quest_init_
Functions	0x49a7e4	quest_exit_
Functions	0x49a818	quest_qsort_compare_
Functions	0x49a824	holodisks_init_
Functions	0x49a968	holodisks_exit_
Functions	0x49a9a0	obj_sid_
Functions	0x49a9b4	obj_new_sid_
Functions	0x49aac0	obj_new_sid_inst_
Functions	0x49ab7c	obj_powered_item_charges_
Functions	0x49abc8	obj_use_powered_item_charges_
Functions	0x49ac3c	obj_look_at_
Functions	0x49ac4c	obj_look_at_func_
Functions	0x49ad78	obj_examine_
Functions	0x49ad88	obj_examine_func_
Functions	0x49b650	obj_pickup_
Functions	0x49b73c	obj_remove_from_inven_
Functions	0x49b8b0	obj_drop_
Functions	0x49b9a0	obj_destroy_
